"title","journal","authors","abstract","doi_link","year"
"Medical treatment methods for dysphoria associated with variations in gender identity in non-binary adults: recommendation","      https://palveluvalikoima.fi/documents/1237350/22895623/Summary_non-binary_en.pdf/8e5f9035-6c98-40d9-6acd-7459516d6f92/Summary_non-binary_en.pdf","COHERE Finland","COHERE Finland
(2020)
  Medical treatment methods for dysphoria associated with variations in gender identity in non-binary adults: recommendation.
          https://palveluvalikoima.fi/documents/1237350/22895623/Summary_non-binary_en.pdf/8e5f9035-6c98-40d9-6acd-7459516d6f92/Summary_non-binary_en.pdf","palveluvalikoima.fi/documents/1237350/22895623/Summary_non-binary_en.pdf/8e5f9035-6c98-40d9-6acd-7459516d6f92/Summary_non-binary_en.pdf",2020
"Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline","Endocrine Practice","Hembree, W. C., Cohen-Kettenis, P. T., Gooren, L., Hannema, S. E., Meyer, W. J., Murad, M. H., Rosenthal, S. M., Safer, J. D., Tangpricha, V., T`Sjoen, G. G.","Hembree, W. C., Cohen-Kettenis, P. T., Gooren, L., Hannema, S. E., Meyer, W. J., Murad, M. H., Rosenthal, S. M., Safer, J. D., Tangpricha, V., T`Sjoen, G. G.
(2017)
  Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline.
    Endocrine Practice","Hembree, W. C., Cohen-Kettenis, P. T., Gooren, L., Hannema, S. E., Meyer, W. J., Murad, M. H., Rosenthal, S. M., Safer, J. D., Tangpricha, V., T`Sjoen, G. G.
(2017)
  Endocrine Treatment of Gender-Dysphoric/Gender-Incongruent Persons: An Endocrine Society Clinical Practice Guideline.
    Endocrine Practice",2017
"Guidelines for psychological practice with transgender and gender nonconforming people","American Psychologist","American Psychological Association","American Psychological Association
(2015)
  Guidelines for psychological practice with transgender and gender nonconforming people.
    American Psychologist","American Psychological Association
(2015)
  Guidelines for psychological practice with transgender and gender nonconforming people.
    American Psychologist",2015
"Position Statement on Gender Surgery for Children and Adolescents","      https://www.plasticsurgery.org/documents/health-policy/positions/2026-gender-surgery-children-adolescents.pdf","American Society of Plastic Surgeons","American Society of Plastic Surgeons
()
  Position Statement on Gender Surgery for Children and Adolescents.
          https://www.plasticsurgery.org/documents/health-policy/positions/2026-gender-surgery-children-adolescents.pdf","www.plasticsurgery.org/documents/health-policy/positions/2026-gender-surgery-children-adolescents.pdf",NA
"The Influence of Politics on Psychological Interventions for Pediatric Gender Dysphoria","Current Opinion in Psychology","Mason, J. W., Grignon, P., Cohn, J.","Mason, J. W., Grignon, P., Cohn, J.
()
  The Influence of Politics on Psychological Interventions for Pediatric Gender Dysphoria.
    Current Opinion in Psychology","Mason, J. W., Grignon, P., Cohn, J.
()
  The Influence of Politics on Psychological Interventions for Pediatric Gender Dysphoria.
    Current Opinion in Psychology",NA
"The moral case for non-medical interventions in adolescents with gender dysphoria","European Journal of Developmental Psychology","Smids, J.","Smids, J.
(2026)
  The moral case for non-medical interventions in adolescents with gender dysphoria.
    European Journal of Developmental Psychology","Smids, J.
(2026)
  The moral case for non-medical interventions in adolescents with gender dysphoria.
    European Journal of Developmental Psychology",2026
"Debate: Standing up for science – how to combat misinformation in child mental health? Evidence and ideology in gender dysphoria research","Child and Adolescent Mental Health","Doran, T.","Doran, T.
(2026)
  Debate: Standing up for science – how to combat misinformation in child mental health? Evidence and ideology in gender dysphoria research.
    Child and Adolescent Mental Health","Doran, T.
(2026)
  Debate: Standing up for science – how to combat misinformation in child mental health? Evidence and ideology in gender dysphoria research.
    Child and Adolescent Mental Health",2026
"Grandfather Clauses and Medical Transition—Proposed CMS Rules Should Consider Exceptions","JAMA Pediatrics","McDeavitt, K., Gorin, M.","McDeavitt, K., Gorin, M.
(2026)
  Grandfather Clauses and Medical Transition—Proposed CMS Rules Should Consider Exceptions.
    JAMA Pediatrics","McDeavitt, K., Gorin, M.
(2026)
  Grandfather Clauses and Medical Transition—Proposed CMS Rules Should Consider Exceptions.
    JAMA Pediatrics",2026
"“I’m just providing evidence-based medical care”: experiences of distress in queer and queer-adjacent clinicians providing gender-affirming care","International Journal of Transgender Health","Insalaco, M. E., Stamm, L.","Insalaco, M. E., Stamm, L.
(2025)
  “I’m just providing evidence-based medical care”: experiences of distress in queer and queer-adjacent clinicians providing gender-affirming care.
    International Journal of Transgender Health","Insalaco, M. E., Stamm, L.
(2025)
  “I’m just providing evidence-based medical care”: experiences of distress in queer and queer-adjacent clinicians providing gender-affirming care.
    International Journal of Transgender Health",2025
"Iatrogenic Gender Dysphoria and Harm Cycle in Gender Affirming Care","Journal of Sex & Marital Therapy","Bayraktar, Z.","Bayraktar, Z.
(2025)
  Iatrogenic Gender Dysphoria and Harm Cycle in Gender Affirming Care.
    Journal of Sex & Marital Therapy","Bayraktar, Z.
(2025)
  Iatrogenic Gender Dysphoria and Harm Cycle in Gender Affirming Care.
    Journal of Sex & Marital Therapy",2025
"Paediatric gender medicine: Longitudinal studies have not consistently shown improvement in depression or suicidality","Acta Paediatrica","McDeavitt, K.","McDeavitt, K.
(2024)
  Paediatric gender medicine: Longitudinal studies have not consistently shown improvement in depression or suicidality.
    Acta Paediatrica","McDeavitt, K.
(2024)
  Paediatric gender medicine: Longitudinal studies have not consistently shown improvement in depression or suicidality.
    Acta Paediatrica",2024
"Gender dysphoria: Reconsidering ethical and iatrogenic factors in clinical practice","Australasian Psychiatry","Halasz, G., Amos, A.","Halasz, G., Amos, A.
(2023)
  Gender dysphoria: Reconsidering ethical and iatrogenic factors in clinical practice.
    Australasian Psychiatry","Halasz, G., Amos, A.
(2023)
  Gender dysphoria: Reconsidering ethical and iatrogenic factors in clinical practice.
    Australasian Psychiatry",2023
"More on “Gender Identity”","Archives of Sexual Behavior","Byrne, A.","Byrne, A.
(2023)
  More on “Gender Identity”.
    Archives of Sexual Behavior","Byrne, A.
(2023)
  More on “Gender Identity”.
    Archives of Sexual Behavior",2023
"The Origin of “Gender Identity”","Archives of Sexual Behavior","Byrne, A.","Byrne, A.
(2023)
  The Origin of “Gender Identity”.
    Archives of Sexual Behavior","Byrne, A.
(2023)
  The Origin of “Gender Identity”.
    Archives of Sexual Behavior",2023
"US paediatric leaders back gender affirming approach while also ordering evidence review","BMJ","Block, J.","Block, J.
(2023)
  US paediatric leaders back gender affirming approach while also ordering evidence review.
    BMJ","Block, J.
(2023)
  US paediatric leaders back gender affirming approach while also ordering evidence review.
    BMJ",2023
"Misrepresentations of evidence in “gender-affirming care is preventative care”","The Lancet Regional Health - Americas","Armitage, R.","Armitage, R.
(2023)
  Misrepresentations of evidence in “gender-affirming care is preventative care”.
    The Lancet Regional Health - Americas","Armitage, R.
(2023)
  Misrepresentations of evidence in “gender-affirming care is preventative care”.
    The Lancet Regional Health - Americas",2023
"Gender-affirming care is preventative care","The Lancet Regional Health - Americas","Restar, A. J.","Restar, A. J.
(2023)
  Gender-affirming care is preventative care.
    The Lancet Regional Health - Americas","Restar, A. J.
(2023)
  Gender-affirming care is preventative care.
    The Lancet Regional Health - Americas",2023
"A clarion call for high‐quality research on gender dysphoric youth","Acta Paediatrica","Hruz, P. W.","Hruz, P. W.
(2023)
  A clarion call for high‐quality research on gender dysphoric youth.
    Acta Paediatrica","Hruz, P. W.
(2023)
  A clarion call for high‐quality research on gender dysphoric youth.
    Acta Paediatrica",2023
"Politics Aside, Healthcare Considerations Motivate More Caution before Medical Intervention for Trans-Identifying Youth","Journal of Controversial Ideas","Cohn, J.","Cohn, J.
(2023)
  Politics Aside, Healthcare Considerations Motivate More Caution before Medical Intervention for Trans-Identifying Youth.
    Journal of Controversial Ideas","Cohn, J.
(2023)
  Politics Aside, Healthcare Considerations Motivate More Caution before Medical Intervention for Trans-Identifying Youth.
    Journal of Controversial Ideas",2023
"Current Concerns About Gender-Affirming Therapy in Adolescents","Current Sexual Health Reports","Levine, S. B., Abbruzzese, E.","Levine, S. B., Abbruzzese, E.
(2023)
  Current Concerns About Gender-Affirming Therapy in Adolescents.
    Current Sexual Health Reports","Levine, S. B., Abbruzzese, E.
(2023)
  Current Concerns About Gender-Affirming Therapy in Adolescents.
    Current Sexual Health Reports",2023
"Norway’s guidance on paediatric gender treatment is unsafe, says review","BMJ","Block, J.","Block, J.
(2023)
  Norway’s guidance on paediatric gender treatment is unsafe, says review.
    BMJ","Block, J.
(2023)
  Norway’s guidance on paediatric gender treatment is unsafe, says review.
    BMJ",2023
"Caring for young people with gender dysphoria","BMJ","Abbasi, K.","Abbasi, K.
(2023)
  Caring for young people with gender dysphoria.
    BMJ","Abbasi, K.
(2023)
  Caring for young people with gender dysphoria.
    BMJ",2023
"Gender dysphoria in young people is rising—and so is professional disagreement","BMJ","Block, J.","Block, J.
(2023)
  Gender dysphoria in young people is rising—and so is professional disagreement.
    BMJ","Block, J.
(2023)
  Gender dysphoria in young people is rising—and so is professional disagreement.
    BMJ",2023
"Letters to the Editor","Journal of Law, Medicine & Ethics","Gorin, M., Caraballo, A.","Gorin, M., Caraballo, A.
(2023)
  Letters to the Editor.
    Journal of Law, Medicine & Ethics","Gorin, M., Caraballo, A.
(2023)
  Letters to the Editor.
    Journal of Law, Medicine & Ethics",2023
"Hormonal and surgical treatment for gender dysphoria in young people – beneﬁcial or not? [Sukupuoliahdistuksen hormonaalinen ja kirurginen hoito nuoruusiässä – hyötyä vai ei?]","Suom Lääkäril [Finnish Medical Journal]","Ruuska, S. M., Tuisku, K., KalGala, R.","Ruuska, S. M., Tuisku, K., KalGala, R.
(2023)
  Hormonal and surgical treatment for gender dysphoria in young people – beneﬁcial or not? [Sukupuoliahdistuksen hormonaalinen ja kirurginen hoito nuoruusiässä – hyötyä vai ei?].
    Suom Lääkäril [Finnish Medical Journal]","Ruuska, S. M., Tuisku, K., KalGala, R.
(2023)
  Hormonal and surgical treatment for gender dysphoria in young people – beneﬁcial or not? [Sukupuoliahdistuksen hormonaalinen ja kirurginen hoito nuoruusiässä – hyötyä vai ei?].
    Suom Lääkäril [Finnish Medical Journal]",2023
"Some Limitations of “Challenges in the Care of Transgender and Gender-Diverse Youth: An Endocrinologist’s View”","Journal of Sex & Marital Therapy","Cohn, J.","Cohn, J.
(2022)
  Some Limitations of “Challenges in the Care of Transgender and Gender-Diverse Youth: An Endocrinologist’s View”.
    Journal of Sex & Marital Therapy","Cohn, J.
(2022)
  Some Limitations of “Challenges in the Care of Transgender and Gender-Diverse Youth: An Endocrinologist’s View”.
    Journal of Sex & Marital Therapy",2022
"Gender dysphoria in young people: The Interim Cass Review and its implications for nursing","Journal of Clinical Nursing","Helyar, S., Jackson, L., Ion, R.","Helyar, S., Jackson, L., Ion, R.
(2022)
  Gender dysphoria in young people: The Interim Cass Review and its implications for nursing.
    Journal of Clinical Nursing","Helyar, S., Jackson, L., Ion, R.
(2022)
  Gender dysphoria in young people: The Interim Cass Review and its implications for nursing.
    Journal of Clinical Nursing",2022
"Gender-Affirming Treatment of Gender Dysphoria in Youth: A Perfect Storm Environment for the Placebo Effect—The Implications for Research and Clinical Practice","Archives of Sexual Behavior","Clayton, A.","Clayton, A.
(2022)
  Gender-Affirming Treatment of Gender Dysphoria in Youth: A Perfect Storm Environment for the Placebo Effect—The Implications for Research and Clinical Practice.
    Archives of Sexual Behavior","Clayton, A.
(2022)
  Gender-Affirming Treatment of Gender Dysphoria in Youth: A Perfect Storm Environment for the Placebo Effect—The Implications for Research and Clinical Practice.
    Archives of Sexual Behavior",2022
"Editorial Perspective: Medical body modification in youth with gender dysphoria or body dysmorphic disorder – is current practice coherent and evidence‐based?","Journal of Child Psychology and Psychiatry","Kohls, G., Roessner, V.","Kohls, G., Roessner, V.
(2022)
  Editorial Perspective: Medical body modification in youth with gender dysphoria or body dysmorphic disorder – is current practice coherent and evidence‐based?.
    Journal of Child Psychology and Psychiatry","Kohls, G., Roessner, V.
(2022)
  Editorial Perspective: Medical body modification in youth with gender dysphoria or body dysmorphic disorder – is current practice coherent and evidence‐based?.
    Journal of Child Psychology and Psychiatry",2022
"US transgender health guidelines leave age of treatment initiation open to clinical judgment","BMJ","Block, J.","Block, J.
(2022)
  US transgender health guidelines leave age of treatment initiation open to clinical judgment.
    BMJ","Block, J.
(2022)
  US transgender health guidelines leave age of treatment initiation open to clinical judgment.
    BMJ",2022
